gold_case_order,gold_case_id,term_review_task_id,resolution_case_id,canonical_term,category,entity_type_proposal,problem_count,candidate_count,source_count,code_alternative_count,candidate_count_bucket,retrieval_profile,multi_source_supported,conflict_pair_count,problem_context_samples_json,gold_link_status,requires_problem_review,gold_decision_reason,reviewer,case_review_status
64,gold-case:722acab2c33c9effb676,term-review-task:e30bd1de77719113d8be,resolution-case:46042ee048f46a8fd429,양반전,문헌,Work,7,3,2,1,C03_05,EXACT_ONLY,True,1,"[{""problem_id"": ""cj_v41_0545"", ""full_text"": ""주제: 대학자 (개 의 흔적을 찾아서 날짜: 2022년 ○○월 00일 지역 : 경기도 남양주시 일대 소개: 흠흠신서, 마과회통 등을 저술한 (개 은/는 정치 경제 등 여러 분야에 걸쳐 방대한 학문적 업적을 남겼다. 경로 여유당 문도사 뮤本\n(가) 인물의 활동으로 옳은 것은?\n성호사설에서 한전론을 주장하였다.\n양반전에서 양반의 허례와 무능을 지적하였다.\n의산문답에서 중국 중심의 세계관을 비판하였다.\n북학의에서 절약보다 적절한 소비를 권장하였다.\n경세유표에서 국가 제도의 개혁 방향을 제시하였다.""}, {""problem_id"": ""cj_v41_0639"", ""full_text"": ""한국사 강의 검색 결과 - 마진으로 죽을 뻔한 아이, 마과회통을 편찬하다. - 조선 시대 홍역과 천연두 치료법 - 강진 유배지에서 편지를 보내다. - 목민심서를 저술하여 목민관의 자세를 논하다.\n다음 검색창에 들어갈 인물의 활동으로 옳은 것은?\n지봉유설에서 천주실의를 조선에 소개하였다.\n의산문답에서 중국 중심의 세계관을 비판하였다.\n양반전을 지어 양반의 허례와 무능을 풍자하였다.\n경세유표를 집필하여 국가 제도의 개혁 방향을 제시하였다.\n금석과안록에서 북한산비가 진흥왕 순수비임을 고증하였다.""}, {""problem_id"": ""cj_v41_0779"", ""full_text"": ""해주향약을 시행하여 향촌 교화에 힘썼던 이 인욷에 대해 말해 보자. 동호문답에서 수취 제도 개편 등 격몽요결을 저술하여 다양한 개혁 방안을 체계적인 성리학 제시하였다. 교육에 힘썼어.\n'이 인물'에 대한 설명으로 옳은 것은?\n명에 대한 의리를 내세운 기축봉사를 올렸다.\n청으로부터 시헌력을 도입하고자 건의하였다.\n양반의 허례와 무능을 풍자한 양반전을 저술하였다.\n예학을 조선의 현실에 맞게 정리한 가례집람을 지었다.\n군주가 수행해야 할 덕목과 지식을 담을 성학집요를 집필하였다.""}]",ACCEPTED,NO,용어에 대한 설명이 일치함,MK,COMPLETE
65,gold-case:ad17a0454e4ab2cd3768,term-review-task:9b5cb1f5cbd2900a356f,resolution-case:4f3a53fe683bc3485462,금주,정책,Concept,1,10,2,6,C10,EXACT_AND_EXPANDED,True,17,"[{""problem_id"": ""cj_v41_0885"", ""full_text"": ""주제: 일본의 경제 침탈에 대한 저항 상권을 수호하기 위해 황국 중앙 총상회가 침'립되었다요 (가) 일본의 황무지 대구에서 서상돈을 개간권 요구를 저지하기 , 중심으로 금주. 금언 등을 위해 보안회가 조직되었다요 (나) 통한 국채 보상 운동이 시작되었다요 (다)\n(가)~(다)를 일어난 순서대로 옳게 나열한 것은?\n(가)-(나)-(다)\n(가)-(다)-(나)\n(나)-(가)-(다)\n(나)-(다)-(가)\n(다)-(가)-(나)""}]",REJECTED,NO,용어에 대한 설명이 없음,MK,COMPLETE
66,gold-case:a992d201bcd8cb0a9d4a,term-review-task:f7b4c37acf09074ab293,resolution-case:cba9cd8ec7ffb9d329a8,독재 타도,사상,Concept,1,6,1,6,C06_09,EXPANDED_ONLY,False,8,"[{""problem_id"": ""cj_v41_0658"", ""full_text"": ""(가), 역사의 현장을 찾아서 일시: 2022년 ○○월 ○○일 09:00~17:00 답사 장소: 옛 경무대 앞(효자동 삼거리) → 옛 수송초등학교(종로구청) → 옛 국회의사당(서울시의회) → 옛 서울대 문리대(마로니에 공원) 지도에는 경무대 앞 경찰의 발포, 수송초 학생 시위, 고려대 학생 시위, 교수단 시위 장소가 표시되어 있다.\n(가) 민주화 운동에 대한 설명으로 옳은 것은?\n장면 내각이 출범하는 배경이 되었다.\n유신 체제가 붕괴되는 결과를 가져왔다.\n한일 국교 정상화에 반대하여 일어났다.\n신군부의 비상 계엄 확대가 원인이 되었다.\n호헌 철폐와 독재 타도 등의 구호를 내세웠다.""}]",REJECTED,NO,용어에 대한 설명이 없음,MK,COMPLETE
67,gold-case:c57bb483bc68278834f1,term-review-task:6622c450d5d560b10db4,resolution-case:e8790ee2d82502914d42,덧무늬 토기,유물,Heritage,2,7,2,6,C06_09,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0192"", ""full_text"": ""△△ 박물관 특별전 (가) 쓰대로 떠나는 시간 여행 모시는 글 우리 박물관에서는 농경과 정착 생활이 시작된 (가) 시대 특별전을 마련하였다 덧무늬 토기, 흙으로 빚은 사람 얼굴상 갈돌과 갈판 등 다양한 유물들을 전시하고 있으니 많은 관람 바랍니다. 0기간: 2021 ○○○○~○○○○ 장소: △△ 박물관 특별 전시실\n(가) 시대의 생활 모습으로 옳은 것은?\n가락바퀴를 이용하여 실을 뽑았다.\n주로 동굴이나 강가의 막집에서 살았다.\n지배층의 무덤으로 고인돌을 축조하였다.\n거푸집을 이용하여 세형 동검을 제작하였다.\n쟁기, 쇠스랑 등의 철제 농기구를 사용하였다.""}, {""problem_id"": ""cj_v41_1482"", ""full_text"": ""오늘 소개할 곳은 여수 안도 조개더미 유적이다. 이 유적에서는 농경과 목축이 시작된 (가) 시대의 인골과 조개팔찌 등이 출토되어 당시의 매장 풍습을 확인할 수 있다. 또한 이 유적에서 출토된 덧무늬 토기, 눌러찍은 무늬 토기 등을 통해 (가) 시대에는 빗살무늬 토기 이외에도 다양한 토기가 사용되었음을 알 수 있다.\n(가) 시대의 생활 모습으로 가장 적절한 것은?\n청동 방울 등을 의례 도구로 이용하였다.\n주먹도끼 등 뗀석기를 만들기 시작하였다.\n거푸집을 사용하여 세형 동검을 제작하였다.\n쟁기, 쇠스랑 등의 철제 농기구를 사용하였다.\n가락바귀와 뼈바늘을 이용하여 옷을 만들었다.""}]",ACCEPTED,NO,용어에 대한 설명이 일치함,MK,COMPLETE
68,gold-case:d02de0d445a93c291b4e,term-review-task:ac0d95c1dda807fb9c14,resolution-case:0b7b9a64acdaebb97835,대조선국민군단,기관,Institution,3,3,2,2,C03_05,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0705"", ""full_text"": ""조선 민족 혁명당 창립 제8주년 기념 선언 우리는 중국의 난징에서 5개 당을 통합하여 전체 민족을 대표하는 유일한 정당인 조선 민족 혁명당을 창립하였다. … - 아울러 중국과 한국의 연합 항일 진영을 건립하여야 했다. … - 이 때문에 우리는 1938년 조직하고 조선의 혁명 청년들을 단결시켜 장제스 위원장의 영도 아래 직접 중국의 항전에 참가하였고, 각 전쟁터에서 찬란한 전투 성과를 만들어냈다. … - 지난해 가을 한국 광복군의 통합 편성을 기반으로 전 민족의 통일을 성공적으로 구현하였다\n(가) 지역에서 있었던 민족 운동으로 옳은 것은?\n권업회가 설립되어 권업신물을 발간하였다.\n이봉창이 일왕의 행렬에 폭탄을 투척하였다.\n박용만의 주도로 대조선 국민군단이 창설되었다.\n북로 군정서가 조직되어 독립 전쟁을 전개하였다.\n유학생들이 중심이 되어 2·8 독립 선언서를 발표하였다.""}, {""problem_id"": ""cj_v41_0748"", ""full_text"": ""박용만은 1905년 국외로 떠난 이후 네브라스카주에서 대학을 다니며 독립군 양성 기관인 한인 소년병 학교를 창설하고 국민개병설을 집필했다. 그 후 이곳으로 건너와 대조선 국민군단을 조직하여 독립 전쟁을 준비했다. (가) 서간도 (나) 연해주 (다) 상하이 (라) 하와이 (마) 멕시코\n'이곳'에 해당하는 지역을 지도에서 옳게 고른 것은?\n(가)\n(나)\n(다)\n(라)\n(마)""}, {""problem_id"": ""cj_v41_1319"", ""full_text"": ""첫 공식 이민. 백여 명의 이민자들이 대한 제국이 발행한 여행권을 가슴에 품고 낯선 땅에 1903년 도착했다. 두려움과 희 망이 함께했다 그들을 기다 린 건 사탕수수 농장의 고된 노동이었다. 열악한 환경에서도 1905년까지 노동 이민으로 약 7,000명이 이곳에 이주해 묵묵히 뿌리를 내렸다 1910 년, 일제의 국권 침탈로 그들은 돌아갈 곳도 보호받을 나라도 잃 었다. 고된 환경 속에서도 그들은 한인 사회를 중심으로 스스로 의 길을 만들어 갔다\n밑줄 그은 '이곳'에서 있었던 민족 운동으로 옳은 것은?\n한인 자치 기구인 경학사를 설립하였다.\n권업신문을 발간하여 민족 의식을 고취하였다.\n유학생을 중심으로 2·8 독립 선언을 발표하였다.\n신한 청년당이 파리 강화 회의에 대표를 파견하였다.\n대조선 국민군단을 결성하고 군사 훈련을 실시하였다.""}]",ACCEPTED,NO,용어에 대한 설명이 일치함,MK,COMPLETE
69,gold-case:08cf3009bf588cec9d40,term-review-task:5d7eb8fed39b7eb151a4,resolution-case:47bda565f3cd4432ccc4,금속류 회수령,정책,Concept,2,1,1,1,C01_02,EXPANDED_ONLY,False,0,"[{""problem_id"": ""cj_v41_0173"", ""full_text"": ""백동화를 제일 은행권으로 바꾸려고 교환소에 갔더니. 터무니없이 낮게 평가해 바꿔 주더군. 백동화는 곧 사용할 수 없을 테니 손해를 보더라도 교환할 수밖에 없지 않겠나.\n다음 상황이 전개된 배경으로 옳은 것은?\n금속류 회수령이 공포되었다.\n국채 보상 운동이 전개되었다.\n산미 증식 계획이 실시되었다.\n조선 물산 장려회가 조직되었다.\n재정 고문으로 메가타가 임명되었다.""}, {""problem_id"": ""cj_v41_1380"", ""full_text"": ""이것은 일제가 각종 놋그릇과 맞아. 중일 전쟁을 일으키고 침략 생활용품들을 공출한 후 찍은 전쟁을 확대했던 이 시기 일제는 사진이야. 당시 금속류 회수령이 군수 물자 생산을 위해 사찰의 실시되었지. 종까지 걷어가기도 했어.\n밑줄 그은 ‘이 시기’에 시행된 일제의 정책으로 옳은 것은?\n언론을 통제하기 위하여 신문지법을 제정하였다.\n애국반을 조직하여 한국인의 생활을 통제하였다.\n경복궁에서 최초로 조선 물산 공진회를 개최하였다.\n재정 고문 메가타의 주도 아래 화폐 정리 사업을 실시하였다.\n보통학교의 수업 연한을 4년으로 규정한 제1차 조선 교육령을 시행하였다.""}]",ACCEPTED,NO,용어에 대한 설명이 일치함,MK,COMPLETE
70,gold-case:3064365564d0925cdb60,term-review-task:ab62d5dd0462f964778b,resolution-case:e179a01baea5df381163,조혼,제도,Concept,1,3,3,2,C03_05,EXACT_ONLY,True,1,"[{""problem_id"": ""cj_v41_0834"", ""full_text"": ""파리의 외무부 장관 아노토 각하께 3 전임 일본 공시는 구경에게서 사실상 거의 모든 권력을 빼앗고, 개혁 위원회[군국기무처]가 내린 결정을 확인하는 권한만 남겨 놓았습니다. … - 이후 개혁 위원회[군국기무처]는 매우 혁신적인 개혁안을 발표했다. 그런데 일부 위원들이 몇몇 조치에 대해 시의적절하지 않다고 판단하더니 이에 대해 동의하기를 거부했다. … - 게다가 조선인들은 이 기구가 왕권을 빼앗고 일본에 매수되었다고 비난하면서, … 어떤 지방에서는 왕권 수호를 위해 봉기했다고 합니다. 주 조선 공사 르페브르 올림 〈보기〉 ㄱ. 건양이라는 연호를 제정하였다. ㄴ. 탁지아문으로 재정을 일원화하였다. ㄷ. 양전 사업을 실시하여 지계를 발급하였다. ㄹ. 조혼을 금지하고 과부의 재기를 허용하였다. 기\n'개혁안'의 내용으로 옳은 것은 ＜보기＞에서 고른 것은?\nㄱ, ㄴ\nㄱ, ㄷ\nㄴ, ㄷ\nㄴ, ㄹ\nㄷ, ㄹ""}]",ACCEPTED,NO,용어에 대한 설명이 일치함,MK,COMPLETE
71,gold-case:d46e991ba84c3ac9ac83,term-review-task:87f49bffb1a9e30887e9,resolution-case:5110fcb51855f7d03b08,조병창,기관,Institution,1,2,2,1,C01_02,EXACT_ONLY,False,0,"[{""problem_id"": ""cj_v41_0750"", ""full_text"": ""부평 공원 내에 있는 이 동상은 일제의 무기 공장인 조병창 등에 강제 동원된 노동자의 모습을 형상화한 작품이다. 중일 전쟁 이후 침략 전쟁을 확대하던 시기에 일제는 한국인을 탄광과 군수 공장 등으로 끌고 가 열악한 환경에서 혹사시켰습니다.\n'시기'의 일제 정책으로 옳은 것은?\n치안 유지법을 공포하였다.\n토지 조사령을 제정하였다.\n헌병 경찰 제도를 실시하였다.\n식량 배급 및 미곡 공출제를 시행하였다.\n보통학교의 수업 연한을 4년으로 정하였다.""}]",REJECTED,NO,용어에 대한 설명이 없음,MK,COMPLETE
72,gold-case:9f759abf1bae88541f0d,term-review-task:e8fbd32e00099917b778,resolution-case:025a744a957ca0b40124,양헌수,인물,Person,8,5,3,2,C03_05,EXACT_AND_EXPANDED,True,6,"[{""problem_id"": ""cj_v41_0169"", ""full_text"": ""(가) 저들이 비록 왜인이라고는 하나 실은 양적(洋賊)이다. 화친이 한번 이루어지면 사학(邪學)의 서책과 천주의 초상이 교역하는 속에 섞여 들어오게 되고, 조금 지나면 전도사와 신도가 전수하여 사학이 온 나라에 두루 가득 차게 될 것이다. - 지부복궐척화의소 - (나) 지금 조정에서는 어찌 백해무익한 일을 하여 러시아가 없는 마음을 먹게 하고, 미국이 의도하지 않았던 일을 만들어 오랑캐를 끌어들이려 하십니까? 저 황준헌이라는 자는 스스로 중국에서 태어났다고 하면서도, 일본을 위해 말하고 예수를 좋은 신이라 하며, 난적의 앞잡이가 되어 스스로 짐승과 같은 무리가 되었다. 고금천하에 어찌 이런 이치가 있겠습니까? - 영남 만인소 -\n(가), (나) 문서가 작성된 사이의 시기에 있었던 사실로 옳은 것은?\n김기수가 수신사로 일본에 파견되었다.\n영국이 거문도를 불법으로 점령하였다.\n평양 관민이 제너럴 셔먼호를 불태웠다.\n거중 조정 조항을 포함한 조약이 체결되었다.\n양헌수 부대가 정족산성에서 프랑스군을 격퇴하였다.""}, {""problem_id"": ""cj_v41_0218"", ""full_text"": ""답사 계획서 주제: 섬에서 만나는 제국주의 열강의 침입과 저항 일시: 2021년 00월 00일 09:00~18:00 경로: 외규장각 - 연무당 옛터 - 광성보 - 정족산성 - 초지진 (가) 외규장각, (나) 연무당 옛터, (다) 광성보, (라) 정족산성, (마) 초지진\n(가)~(마)에서 일어난 사실로 옳지 않은 것은?\n(가) - 프랑스군이 의궤를 약탈하였다.\n(나) - 조일 수호 조규가 체결되었다.\n(다) - 어재연 부대가 결사 항전하였다.\n(라) - 양헌수 부대가 적군을 물리쳤다.\n(마) - 영국군이 불법으로 점령하였다.""}, {""problem_id"": ""cj_v41_0406"", ""full_text"": ""해군 제독 로즈 귀하 당신이 지휘하는 해군 병력에 주저없이 호소합니다. ㉠프랑스인 주교 2명과 선교사 9명을 희생시킨 사건이 조선에서 벌어졌습니다. 이에 대한 확실한 특수가 필요합니다. 당신의 지휘로 가능한 모든 수단을 사용하여 조선에 대한 공격을 최대한 빨리 개시하도록 간곡히 요청합니다. 7월 13일 베이징에서 벨로네\n㉠이 원인이 되어 발생한 사건에 대한 설명으로 옳은 것은?\n운요호가 강화도와 영종도를 공격하였다.\n양헌수 부대가 정족산성에서 승리하였다.\n정부가 청군의 출병을 요청하는 계기가 되었다.\n사태 수습을 위해 박규수가 안핵사로 파견되었다.\n흥선 대원군이 톈진으로 압송되는 결과를 가져왔다.""}]",ACCEPTED,NO,용어에 대한 설명이 일치함,MK,COMPLETE
73,gold-case:3f6a331e92193bbb145b,term-review-task:74e35060983198350e21,resolution-case:e353a2b84b46bd9879f4,단연보국채,문헌,Work,2,4,1,4,C03_05,EXPANDED_ONLY,False,0,"[{""problem_id"": ""cj_v41_0745"", ""full_text"": ""나는 23세 때 육영 공원의 교사로 조선에 와서 학생들을 가르쳤최 고종의 특사가 되어 만국 평화 회의가 열린 헤이그를 방문하였고. 대한 제국 일망사를 출간하기도 했최 나는 한국인의 권리와 자유를 위해 짜워왔으며 한국인에 대한 사랑은 내 인생의 가장 소중한 가치라오 나는 웨스트민스터 사원보다 한국 땅에 묻히기를 염원하으\n다음 인물의 활동으로 옳은 것은?\n화폐 정리 사업을 주도하였다.\n한글로 된 교재인 사민필지를 집필하였다.\n여성 교육 기관인 이화 학당을 설립하였다.\n친일 인사 스티븐스를 샌프란시스코에서 사살하였다.\n논설 단연보국채를 써서 국채 보상 운동에 적극 참여하였다.""}, {""problem_id"": ""cj_v41_0792"", ""full_text"": ""11:07 나는 지금 군산근대역사박물관 광장에 와 있어. 이곳에 동상이 있네. 6 1 그에 대해 설명해 줄래? 최익현과 함께 의병을 일으켰다가 일본에 의해 쓰시마성으로 끌려가 고초를 겪었어. 이후에는 조선 총독 에게 국권 반환 요구서를 발송하려 다가 체포되어 순국하였지\n(가) 인물의 활동으로 옳은 것은?\n명동 성당 앞에서 이완용을 습격하였다.\n고종의 밀지를 받아 독립 의군부를 조직하였다.\n국권 침탈 과정을 정리한 한국통사를 저술하였다.\n13도 창의군의 총대장으로 서울 진공 작전을 지휘하였다.\n논설 단연보국채를 써서 국채 보상 운동에 적극 참여하였다.""}]",REJECTED,NO,용어에 대한 설명 없음,MK,COMPLETE
74,gold-case:e0ae4d6acb24da64b3f7,term-review-task:1ad0cffc25a5ff45e8c5,resolution-case:0a65b772c17469bf062c,흥남 철수 작전,사건,Event,4,3,2,2,C03_05,EXPANDED_ONLY,True,0,"[{""problem_id"": ""cj_v41_0236"", ""full_text"": ""(가) 북한군의 공격에 밀려 낙동강 방어선으로 후퇴한 제1사단은 다부동 일대에서 북한군 제2군단의 공세에 맞서 8월 3일부터 9월 2일까지 지열한 전투를 벌였다. 이 전투에서 제1사단 12연대는 특공대를 편성, 적 전차 4대를 파괴하는 등 중요한 역할을 수행하며 전투를 승리로 이끌었다. (나) 개성에서 열린 첫 정전 회담에서 UN군 대표단은 어떠한 정치적 또는 경제적 문제의 논의를 단호히 거부하는 동시에 침략 재발의 방지를 보장하는 화평만이 전쟁을 종식시킬 수 있다고 공산군 대표단에게 경고하였다\n(가), (나) 사이의 시기에 있었던 사실로 옳은 것은?\n애치슨 선언이 발표되었다.\n흥남 철수 작전이 전개되었다.\n여수·순천 10·19 사건이 일어났다.\n한미 상호 방위 조약이 체결되었다.\n부산에서 발췌 개헌안이 통과되었다.""}, {""problem_id"": ""cj_v41_0423"", ""full_text"": ""이것은 국군과 유엔군이 인천 상륙 작전 이후 10여 일 만에 서울을 수복한 사실을 알리는 전단지이다. 뒷면에는 맥아더 장군이 서울을 탈환하여 적의 보급선을 끊었으며, 앞으로 힘을 합쳐 공산군을 끝까지 몰아내자는 내용이 있다. 이 서울 수복 이후에 있었던 사실을 말해 볼까요? 〈보기〉 ㄱ. 애치슨 선언이 발표됐어요. ㄴ. 흥남 철수 작전이 전개됐어요. ㄷ. 소련의 제안으로 정전 회담이 개최됐어요. ㄹ. 국군이 다부동 전투에서 북한군의 공세를 막아 냈대요.\n교사의 질문에 대한 학생의 답변으로 옳은 것을 보기에서 고른 것은?\nㄱ, ㄴ\nㄱ, ㄷ\nㄴ, ㄷ\nㄴ, ㄹ\nㄷ, ㄹ""}, {""problem_id"": ""cj_v41_0707"", ""full_text"": ""대성동 마을은 경기도 파주시에 있으며, 군사 분계선 남쪽 비무장 지대에 위치한 민간인 마을이다. (가)의 정전 협정 체결 직후 비무장 지대에 남북이 민간인 마을을 하나씩만 남긴다는 후속 합의에 따라 마을로 조성되었다. '자유의 마을'로 불리는 대성동 마을은 유엔군 사령부의 관할 지역으로, 외부인은 허락 없이 들어가지 못합니다.\n(가) 전쟁 중에 있었던 사실로 옳지 않은 것은?\n부산이 임시 수도로 정해졌다.\n흥남 철수 작전이 전개되었다.\n인천 상륙 작전 이후 서울을 수복하였다.\n애치슨 선언이 발표되었다.\n국회에서 국민 방위군 사건이 폭로되었다.""}]",ACCEPTED,NO,용어에 대한 설명이 일치함,MK,COMPLETE
75,gold-case:d884ce85b6a4e99a3590,term-review-task:5074d03da818eb0b0c59,resolution-case:4e57816d45f7ad0bb7c1,오키나와,지명,Place,1,8,2,6,C06_09,EXPANDED_ONLY,False,11,"[{""problem_id"": ""cj_v41_0558"", ""full_text"": ""(가) 군사적 안전 보장의 입장에서 볼 때 태평양 지역의 정세 및 이 지역에 대한 미국의 정책은 어떤 것인가. 태평양 지역 방위선은 알류산 열도에서 일본을 거쳐 오키나와, 필리핀 군도로 이어진다. (나) 상호적 합의에 의하여 미합중국의 육군, 해군과 공군을 대한민국의 영토 내와 그 부근에 배치하는 권리를 대한민국은 허락해 주고 미합중국은 수락한다.\n(가), (나) 사이의 시기에 있었던 사실로 옳은 것은?\n좌우 합작 위원회가 출범하였다.\n여수 순천 10·19 사건이 일어났다.\n미국 의회에서 트루먼 독트린이 발표되었다.\n베트남 파병에 관한 브라운 각서가 체결되었다.\n거제도 포로 수용소에 있던 반공 포로가 석방되었다.""}]",UNRESOLVED,NO,연관용어 설명만 존재,MK,COMPLETE
76,gold-case:5e9f56172e1052cc70c8,term-review-task:7448a87745fd8c8d29ef,resolution-case:98ad9098f5673e5b2474,북원경,지명,Place,1,3,2,2,C03_05,EXACT_ONLY,False,1,"[{""problem_id"": ""cj_v41_0434"", ""full_text"": ""한주 스튜 일주 좀원경 시원경 님원경 탐라 〈보 기〉 용주. 상주 돈) 전주 감주 양주 두주 - 5소경 북원경 (경주) 금관경 ㄴ. 욕살, 처려근지 등을 지방관으로 파견하몄다. 다 상수리 제도를 실시하며 지방 세력을 견제하몄 다. 였다.\n지도와 같이 행정 구역을 정비한 국가에 대한 설명으로 옳은 것을 ＜보기＞에서 고른 것은?\nㄱ, ㄴ\nㄱ, ㄷ\nㄴ, ㄷ\nㄴ, ㄹ\nㄷ, ㄹ""}]",ACCEPTED,NO,용어와 설명 일치,MK,COMPLETE
77,gold-case:0d086bde897199b62ca2,term-review-task:ec40b7edb15dae0764cb,resolution-case:e74fb08040b9befa91e2,추축국,국가,Polity,1,5,2,3,C03_05,EXPANDED_ONLY,True,5,"[{""problem_id"": ""cj_v41_0328"", ""full_text"": ""다음 성명서를 발표한 이후 대한민국 임시 정부의 활동으로 으으 거 으2 1- 人 1- 우리는 삼천만의 한국인 및 정부를 대표하여 중국, 영국, 미국, - 기타 국가들이 일본에 대해 전쟁을 선포한 것을 삼가 축하한다. 이것은 일본을 격패(擊敗)시기고 동아시아를 재건하는 가장 유효한 수단이다. 이에 특별히 다음과 같이 성명한다. 1. 한국 전체 인민은 현재 이미 반침략 전선에 참여한 상태이며 하나의 전투 단위로서 추축국에 전쟁을 선포한다. 2. 1910년의 합병 조약 및 일체 불평등 조약이 무효임을 재자 선포 한다. 아울러 반침략 국가가 한국에 지닌 합리적 기득 권익을 존중한다. 3. 왜구를 한국, 중국 및 서태평양에서 완전히 축출하기 위하여 혈전으로 최후의 승리를 거둔다\n다음 성명서를 발표한 이후 대한민국 임시 정부의 활동으로 옳은 것은?\n충칭에서 한국 광복군을 창설하였다.\n국내 비밀 행정 조직으로 연통제를 두었다.\n파리 강화 회의에 독립 청원서를 제출하였다.\n의거 활동을 위해 한인 애국단을 조직하였다.\n미군과 연계하여 국내 진공 작전을 추진하였다.""}]",REJECTED,NO,용어와 설명이 맞지 않음,MK,COMPLETE
78,gold-case:0c5504462abedee80517,term-review-task:4327eca80071d3de0117,resolution-case:f69afb0358320cf0fbc5,경복궁 영건일기,문헌,Work,1,10,2,5,C10,EXPANDED_ONLY,False,0,"[{""problem_id"": ""cj_v41_0405"", ""full_text"": ""경복궁 영건일기는 한성부 주부 원세철이 경복궁 중건의 시작부터 끝날 때까지의 상황을 매일 기록한 것이다. 이 일기에 광화문 현판이 검은색 바탕에 금색 글자였음을 알려 주는 '묵질금자'가 적혀 있어 광화문 현판의 옛 모습을 고증하는 근거가 되었다.\n'중건' 시기에 있었던 사실로 옳은 것을 보기에서 고른 것은?\nㄱ, ㄴ\nㄱ, ㄷ\nㄴ, ㄷ\nㄴ, ㄹ\nㄷ, ㄹ""}]",REJECTED,NO,용어에 대한 정확한 설명이 없고 경복궁 건축물 설명만 나옴,MK,COMPLETE
79,gold-case:5bb4a4a7f6c7cb8be607,term-review-task:a2f4292b5200f9f0aed0,resolution-case:3f2719ec81c85ce963ef,비무장지대,지명,Place,1,6,2,5,C06_09,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0707"", ""full_text"": ""대성동 마을은 경기도 파주시에 있으며, 군사 분계선 남쪽 비무장 지대에 위치한 민간인 마을이다. (가)의 정전 협정 체결 직후 비무장 지대에 남북이 민간인 마을을 하나씩만 남긴다는 후속 합의에 따라 마을로 조성되었다. '자유의 마을'로 불리는 대성동 마을은 유엔군 사령부의 관할 지역으로, 외부인은 허락 없이 들어가지 못합니다.\n(가) 전쟁 중에 있었던 사실로 옳지 않은 것은?\n부산이 임시 수도로 정해졌다.\n흥남 철수 작전이 전개되었다.\n인천 상륙 작전 이후 서울을 수복하였다.\n애치슨 선언이 발표되었다.\n국회에서 국민 방위군 사건이 폭로되었다.""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
80,gold-case:826b861182285d609eaa,term-review-task:76d9e2faeaeda46d6729,resolution-case:a1e468d99467d0cdd089,청자 모자원숭이모양 연적,문화재,Heritage,1,2,2,2,C01_02,EXACT_AND_EXPANDED,False,1,"[{""problem_id"": ""cj_v41_1299"", ""full_text"": ""(가) 시대 문화유산 기념품 디자인 제작 발표회 청자 모자원숭이모양 연적으로 석고 방향제 만들기 청자 상감운학문 매병으로 조명등 만들기 우리 모둠은 영주 부석사 소조여래 좌상을 소재로 하여 열쇠고리를 제작하고자 합니다 부석사 소조여래좌상\n(가) 국가의 문화유산으로 적절하지 않은 것은?\n경주 분황사 모전 석탑\n청자 모자원숭이모양 연적\n청자 상감운학문 매병\n영주 부석사 소조여래 좌상\n논산 관촉사 석조 미륵보살 입상""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
81,gold-case:eeeded4069adbd29ea49,term-review-task:eac19b8aad50b71a07f8,resolution-case:5dc41fd02e9f0a2559e3,흥보가,문화재,Heritage,2,7,2,6,C06_09,EXACT_AND_EXPANDED,True,6,"[{""problem_id"": ""cj_v41_0496"", ""full_text"": ""이 그림은 김득신이 대장간의 모습을 묘사한 풍속화이다. 한 명이 화덕에서 달구대진 쇳덩어리를 방을집기1로 집어 모루 위에 올려놓자 두 명이 쇠망치로 두드리는 모습, 도리에 매어 놓은 그네에 상체를 기대고 어깨너머로 구경하는 아이의 모습 등이 생동감 있게 표현되어 있다.\n다음 그림이 그려진 시기의 문화에 대한 설명으로 옳지 않은 것은?\n중인들이 시사(詩社)를 조직하였다.\n양반의 위선을 풍자한 탈춤이 공연되었다.\n춘향가, 흥보가 등의 판소리가 유행되었다.\n금속 활자본인 직지심체요절이 간행되었다.\n홍길동전, 박씨전 등의 한글 소설이 널리 읽혔다.""}, {""problem_id"": ""cj_v41_0828"", ""full_text"": ""이 그림은 조영식과 김홍도의 풍속화이다. 인부들이 말발굽에 징을 박는 모습과 기와를 이예나기는 모습을 묘사하고 있다. 이를 통해 이 그림이 그려진 시기 서민들의 일상생활을 생생하게 살펴볼 수 있다.\n'시기'의 문화에 대한 설명으로 옳지 않은 것은?\n금강전도 등 진경 산수화가 그려졌다.\n새로운 역법으로 수시력이 도입되었다.\n양반 사회를 풍자한 탈춤이 성행하였다.\n춘향가, 흥보가 등의 판소리가 유행하였다.\n홍길동전, 박씨전 등의 한글 소설이 널리 읽혔다.""}]",ACCEPTED,NO,용어와 설명 일치함,MK,COMPLETE
